Code_Entite;Nom_Entite;Code_Parent;Annee;GES_Agriculture;GES_Industrie;GES_Résidentiel;GES_Tertiaire;GES_Transports;CONSO_Residentiel;CONSO_Tertiaire;puissance_enr_hydro;puissance_enr_photo;puissance_enr_eolien;prod_enr_thermique_bois_energie;prod_enr_thermique_PAC;prod_enr_thermique_Incinerateurs;prod_enr_thermique_Biogaz;prod_enr_thermique_Solaire_thermique;chaleur_renouvelable;amenagements_cyclable;pourcentageVPelectrique;tonnage_dechets_enfouis;part_dechets_recycles;nbre_recycleries;canaux;eau_potable;industrie;irrigation;Conso_ENAF;Osmo_previ;Osmo_ini;Osmo_enga;Osmo_ter;Osmo_aban;aires_protegees
200040350;CC Bugey Sud;1;2022;0.039932391;0.015763479;0.025501453;0.009729454;0.046885277;0.241210349;0.073688514;0.173831;0.0105962;0;0.067162288;0.028703799;0;0.001258046;0.00139524;0.014307;85.876;0.994563055297706;117.84;97.2937402731281;1;;;;;10.8156;;;;;;
200040350;CC Bugey Sud;1;2023;0.039915315;0.015531169;0.023734568;0.009287597;0.046439859;0.228580251;0.068189137;0.173831;0.0119602;0;0.065996701;0.032607602;0;0.001119672;0.001412537;0.013743;86.372;1.65422722709616;105.6;98.9707767800859;1;;;;;17.9394;;;;;;
200040350;CC Bugey Sud;1;2024;0.03988615;0.012906494;0.023917991;0.008694862;0.04676404;0.229450581;0.066262362;0.173311;0.0222151;0;0.068069162;0.035369299;0;0.001245445;0.001412537;0.013502;85.836;2.17973066298343;;;;;;;;;;;;;;
200040350;CC Bugey Sud;1;2025;;;;;;;;;;;;;;;;;105.94;;;;;;;;;;;;;;;
200040350;CC Bugey Sud;1;2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040350;CC Bugey Sud;1;2027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040350;CC Bugey Sud;1;2028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040350;CC Bugey Sud;1;2029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040350;CC Bugey Sud;1;2030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040459;CA Montélimar Agglomération;26;2015;0.028651679;0.020829426;0.05618981;0.043852035;0.32464786;0.446301054;0.233342975;0.495;0.015297;0.0235;0.09410404;0.018375915;0;0;0.002261475;0;;0.139772869087732;;;0;1.2;5.191479;0.7967;22.125138;38.625;;;;;;
200040459;CA Montélimar Agglomération;26;2016;0.029339383;0.018613888;0.050685776;0.041317622;0.328798666;0.430119307;0.225485935;0.495;0.016196;0.0235;0.100279842;0.020180936;0;0;0.002445837;0;;0.220674774421342;;;0;0;5.143837;0.930899;16.4843;21.1558;;;;;;
200040459;CA Montélimar Agglomération;26;2017;0.028632959;0.018149543;0.049661482;0.04078056;0.330040686;0.429175411;0.229331663;0.495;0.0206295;0.0235;0.101500382;0.022271726;0;0;0.00243542;0;;0.286401925391095;;;0;0;5.189717;1.201353;22.298402;35.893;;;;;;
200040459;CA Montélimar Agglomération;26;2018;0.027683704;0.021031476;0.052895649;0.039068327;0.325874069;0.447351534;0.227008234;0.495;0.0234218;0.0235;0.090597358;0.025039014;0;0;0.002430403;0;;0.354964741757195;;;1;0;5.158303;0.896555;17.945256;24.5775;;;;;;
200040459;CA Montélimar Agglomération;26;2019;0.027450347;0.018069312;0.05144754;0.036865652;0.33423143;0.438223748;0.227137796;0.495;0.0264437;0.0235;0.094144781;0.028381766;0;0;0.002503734;0;;0.480056477232616;23406.14;44.3963258649135;1;0.88;5.158426;1.018955;23.08297;26.7367;;;;;;
200040459;CA Montélimar Agglomération;26;2020;0.027377166;0.01861419;0.050559253;0.033626526;0.283089861;0.44089433;0.213464189;0.495;0.0309108;0.0235;0.083166696;0.032118452;0;0;0.00251421;0;;0.888268805952796;23167.9;44.0721537782607;1;0;5.300058;0.805602;20.270667;42.2009;;;;;;
200040459;CA Montélimar Agglomération;26;2021;0.027052194;0.019646173;0.047441697;0.028148162;0.325910333;0.432727882;0.216237585;0.495;0.0329022;0.0235;0.096843573;0.036261359;0;0;0.002566589;0;;1.43261204497896;24174.5;45.1929795218068;1;0;5.123127;0.890894;13.653096;37.2979;;;;;;
200040459;CA Montélimar Agglomération;26;2022;0.026842376;0.020945208;0.043175186;0.026580085;0.335178258;0.418069007;0.222910175;0.495;0.0450387;0.0235;0.082315038;0.041328815;0;0;0.002535161;0;113.62;2.02863415972921;23905;44.5484067533261;1;;;;;49.8174;;;;;;
200040459;CA Montélimar Agglomération;26;2023;0.027381989;0.020960888;0.040321978;0.025653284;0.333163802;0.394383708;0.206110101;0.495;0.0490958;0.0235;0.08205779;0.046949659;0;0;0.002566589;0;119.485;2.95445402941045;23076.59;45.0892563150002;1;;;;;28.0264;;;;;;
200040459;CA Montélimar Agglomération;26;2024;0.027564562;0.016272223;0.040242452;0.025268561;0.335414298;0.390831743;0.212305914;0.495;0.0551414;0.0235;0.085171852;0.050926054;0;0;0.002566589;0;120.598;3.76458805086222;;;;;;;;;;;;;;
200040459;CA Montélimar Agglomération;26;2025;;;;;;;;;;;;;;;;;124.292;;;;;;;;;;;;;;;
200040459;CA Montélimar Agglomération;26;2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040459;CA Montélimar Agglomération;26;2027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040459;CA Montélimar Agglomération;26;2028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040459;CA Montélimar Agglomération;26;2029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040459;CA Montélimar Agglomération;26;2030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040491;CC Porte de Dromardèche;26;2015;0.049086841;0.232377402;0.043771882;0.02694864;0.221736183;0.331059382;0.139148443;0.0004;0.0085605;0.016;0.070280536;0.015486926;0;0.083544;0.001630355;;;0.0741892178336748;;;;2.246601;6.662024;5.772107;14.429066;13.6498;;;;;;
200040491;CC Porte de Dromardèche;26;2016;0.049965719;0.245728396;0.039490553;0.025992673;0.226267736;0.316498771;0.135904339;0.0004;0.0109953;0.03;0.074112502;0.017069481;0;0.083544;0.001755123;;;0.114563443846554;;;;0;6.253018;5.527157;10.720107;24.8643;;;;;;
200040491;CC Porte de Dromardèche;26;2017;0.048487728;0.227605485;0.039873124;0.025842493;0.226524862;0.320167136;0.142110878;0.0004;0.0126472;0.03;0.074822893;0.018808207;0;0.083544;0.001760031;;;0.163979229297622;;;;0;6.530368;5.230503;12.757064;17.457;;;;;;
200040491;CC Porte de Dromardèche;26;2018;0.047088179;0.209619734;0.04134035;0.026636876;0.224315029;0.328575117;0.14987731;0.0004;0.0179303;0.03;0.066651131;0.021014474;0;0.079210892;0.0017358;;;0.203832042397065;;;;0.136;6.548752;5.283167;11.87072;24.7774;;;;;;
200040491;CC Porte de Dromardèche;26;2019;0.046693466;0.229587536;0.039590984;0.026367491;0.229359208;0.318026486;0.153163759;0.0004;0.0185485;0.03;0.069182297;0.023819943;0;0.079384361;0.001788174;;;0.261993875467846;7257.37;75.7239569788456;;0.04;6.333641;5.230877;12.72679;30.1568;;;;;;
200040491;CC Porte de Dromardèche;26;2020;0.046385977;0.221813343;0.040247543;0.024289153;0.195503055;0.328060447;0.145973679;0.0004;0.0194168;0.03;0.061638469;0.026956028;0;0.080945978;0.001795656;;;0.47495536766935;419.5;98.2653190808917;;0;6.660908;5.0161;15.272461;43.4921;;;;;;
200040491;CC Porte de Dromardèche;26;2021;0.045728399;0.264780678;0.036188442;0.018484592;0.223643157;0.312759917;0.128516828;0.0004;0.0234182;0.03;0.073041604;0.030433042;0;0.080985407;0.001833065;;;0.802147900162418;4715.89;84.6984799776432;;0;6.602839;5.115896;6.112763;34.4323;;;;;;
200040491;CC Porte de Dromardèche;26;2022;0.045588049;0.258599285;0.033204322;0.017639634;0.231899697;0.30232626;0.136164002;0.0004;0.0251223;0.03;0.079399784;0.034686003;0;0.08095848;0.001810619;;40.614;1.29369938771479;7089.33;74.6526825612554;;;;;;28.1817;;;;;;
200040491;CC Porte de Dromardèche;26;2023;0.046223531;0.159112431;0.030931746;0.018050548;0.229394849;0.285645887;0.132079201;0.0004;0.0284552;0.03;0.43160043;0.039403403;0;0.080874456;0.001833065;;44.994;1.83190350254789;6947.19;74.5118729293724;;;;;;27.7503;;;;;;
200040491;CC Porte de Dromardèche;26;2024;0.046497384;0.123292002;0.032010236;0.017266667;0.231284827;0.287854497;0.130439219;0.0004;0.0360525;0.030068;0.434383024;0.042740669;0;0.08052;0.001833065;;63.939;2.34758123200557;;;;;;;;;;;;;;
200040491;CC Porte de Dromardèche;26;2025;;;;;;;;;;;;;;;;;73.405;;;;;;;;;;;;;;;
200040491;CC Porte de Dromardèche;26;2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040491;CC Porte de Dromardèche;26;2027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040491;CC Porte de Dromardèche;26;2028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040491;CC Porte de Dromardèche;26;2029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040491;CC Porte de Dromardèche;26;2030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040509;CC du Crestois et de Pays de Saillans Coeur de Drôme;26;2015;0.007515166;0.008175028;0.016025162;0.010657355;0.02567697;0.117715666;0.045437558;0.0003;0.0016418;0;0.027918354;0.005101893;0;0;0.000488882;;;0.227002486217706;;;0;0;0.302816;0;0.25989;5.6154;;;;;;
200040509;CC du Crestois et de Pays de Saillans Coeur de Drôme;26;2016;0.007653681;0.008630958;0.013544484;0.010145805;0.025616149;0.108976153;0.044546734;0.0003;0.0016417;0;0.029581362;0.005572759;0;0;0.00054612;;;0.274812387696861;;;0;0;0.277103;0;0.640102;3.4385;;;;;;
200040509;CC du Crestois et de Pays de Saillans Coeur de Drôme;26;2017;0.007481908;0.007154816;0.013670451;0.009795927;0.025344743;0.11032022;0.043859072;0.0003;0.0016535;0;0.030123952;0.006269477;0;0;0.000560362;;;0.382349901829079;;;1;0;0.324544;0;0.702822;5.8462;;;;;;
200040509;CC du Crestois et de Pays de Saillans Coeur de Drôme;26;2018;0.007277895;0.007273813;0.01410347;0.009567174;0.025238312;0.113339987;0.046985098;0.0003;0.0023306;0;0.026876774;0.007048058;0;0;0.000555788;;;0.448521916411825;;;1;0;0.360954;0;0.884912;9.5334;;;;;;
200040509;CC du Crestois et de Pays de Saillans Coeur de Drôme;26;2019;0.007291054;0.007479563;0.013628022;0.008860966;0.025268329;0.110649503;0.044936129;0.0003;0.0025913;0;0.028157099;0.007988986;0;0;0.000572557;;;0.455281262646702;4111.61;60.1732359498258;1;0;0.241127;0;0.863238;4.2477;;;;;;
200040509;CC du Crestois et de Pays de Saillans Coeur de Drôme;26;2020;0.007347137;0.006253156;0.0140406;0.00796021;0.021193815;0.114587306;0.043479676;0.0003;0.0026876;0;0.025181343;0.009040799;0;0;0.000574953;;;0.642054574638844;3087.24;63.462356044431;1;0;0.232824;0;0.774686;13.9034;;;;;;
200040509;CC du Crestois et de Pays de Saillans Coeur de Drôme;26;2021;0.007268562;0.006844623;0.012954715;0.006471311;0.028287283;0.110776158;0.039805012;0.000272;0.002921;0;0.029601766;0.010206958;0;0;0.000586931;;;0.728776836714595;3027.44;67.4840363308522;1;0;0.254811;0;0.692336;9.0722;;;;;;
200040509;CC du Crestois et de Pays de Saillans Coeur de Drôme;26;2022;0.007191317;0.00751708;0.011955907;0.006159831;0.025271813;0.106597604;0.039219574;0.000272;0.0035462;0;0.02491804;0.011633361;0;0;0.000579744;;56.122;1.04351250246111;2836.89;69.4168776326142;1;;;;;7.4142;;;;;;
200040509;CC du Crestois et de Pays de Saillans Coeur de Drôme;26;2023;0.007306811;0.007124961;0.010995514;0.005643837;0.024896578;0.099385512;0.034894716;0.000272;0.0045858;0;0.024869157;0.013215533;0;0;0.000586931;;51.858;1.40776224459869;2687.4;70.9330314880492;1;;;;;9.676;;;;;;
200040509;CC du Crestois et de Pays de Saillans Coeur de Drôme;26;2024;0.007315038;0.003202908;0.011523994;0.005733896;0.025349751;0.10220898;0.036949279;0.000382;0.0077752;0;0.026424784;0.01433482;0;0;0.000586931;;72.235;1.84340739303386;;;;;;;;;;;;;;
200040509;CC du Crestois et de Pays de Saillans Coeur de Drôme;26;2025;;;;;;;;;;;;;;;;;72.742;;;;;;;;;;;;;;;
200040509;CC du Crestois et de Pays de Saillans Coeur de Drôme;26;2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040509;CC du Crestois et de Pays de Saillans Coeur de Drôme;26;2027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040509;CC du Crestois et de Pays de Saillans Coeur de Drôme;26;2028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040509;CC du Crestois et de Pays de Saillans Coeur de Drôme;26;2029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040509;CC du Crestois et de Pays de Saillans Coeur de Drôme;26;2030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040566;CA de l'Ouest Rhodanien;69;2015;0.087117246;0.057258347;0.055197892;0.03190439;0.088519281;0.388764407;0.170757211;0;0.0028999;0;0.098703415;0.016239853;0;0;0.001553971;0.001814331;;0.0748070318609949;;;;0;1.606923;0.258219;0.01005;11.2834;;;;;;
200040566;CA de l'Ouest Rhodanien;69;2016;0.087206978;0.055915091;0.050104936;0.030504587;0.091704534;0.372322856;0.167791341;0;0.002921;0;0.103597296;0.017875244;0;0;0.001673058;0.001013217;;0.117864960431049;;;;0;1.516116;0.247789;0.0115;24.2154;;;;;;
200040566;CA de l'Ouest Rhodanien;69;2017;0.085738211;0.052813407;0.050486731;0.030036387;0.093142106;0.373674192;0.167299291;0;0.0030025;0;0.103042587;0.019567848;0;0;0.001664975;0.000980956;;0.149800266311585;;;;0;1.444628;0.204878;0.01827;19.0858;;;;;;
200040566;CA de l'Ouest Rhodanien;69;2018;0.08374652;0.049623383;0.05185335;0.030428698;0.095426278;0.379786753;0.171817993;0;0.0032559;0;0.092473439;0.021796555;0;0;0.001645385;0.000881898;;0.189136277665328;;;;0;1.367459;0.219841;0.0199;30.0958;;;;;;
200040566;CA de l'Ouest Rhodanien;69;2019;0.082272216;0.048955749;0.050240679;0.028258296;0.099257115;0.37132;0.167129999;0;0.003741;0;0.096806218;0.024706433;0;0.000183609;0.00169503;0.000897369;;0.215410107705054;4502.01;84.88133711776;;0;1.307535;0.227718;0.01741;10.4212;;;;;;
200040566;CA de l'Ouest Rhodanien;69;2020;0.080770039;0.046191257;0.049356637;0.024952563;0.084015406;0.373130789;0.162487757;0;0.0043973;0.012;0.089112696;0.027959231;0;0.000427619;0.001702122;0.000821284;;0.463208046585495;5943.87;81.772100567721;;0;1.181803;0.207618;0.01742;14.3218;;;;;;
200040566;CA de l'Ouest Rhodanien;69;2021;0.079886516;0.056640774;0.046244873;0.022103268;0.095958126;0.365076574;0.165813074;0;0.0054448;0.012;0.109065533;0.031565647;0;0.00088348;0.001737583;0.00398803;;0.813696133315974;4306.2;86.8054481972929;;0;0.980343;0.240434;0.008603;18.0471;;;;;;
200040566;CA de l'Ouest Rhodanien;69;2022;0.078949358;0.05230342;0.041636295;0.020047247;0.098984591;0.342781498;0.154615715;0;0.0064964;0.012;0.094395894;0.035976887;0;0.000582957;0.001716306;0.005031635;60.699;1.34421207290006;4609.8;85.0932299344075;;;;;;10.6038;;;;;;
200040566;CA de l'Ouest Rhodanien;69;2023;0.079206957;0.050072819;0.038690893;0.019185131;0.097593609;0.322371894;0.148178436;0;0.0085538;0.012;0.095054634;0.040869852;0;0.00065115;0.001737583;0.005202566;60.402;1.90986661737979;3808.49;57.8891992176179;;;;;;9.8378;;;;;;
200040566;CA de l'Ouest Rhodanien;69;2024;0.079038603;0.025470258;0.039154887;0.018584979;0.102400524;0.3228865;0.14649309;0;0.0125369;0.012;0.097846442;0.044331319;0;0.000325807;0.001737583;0.004790997;61.731;2.58274286064845;;;;;;;;;;;;;;
200040566;CA de l'Ouest Rhodanien;69;2025;;;;;;;;;;;;;;;;;64.97;;;;;;;;;;;;;;;
200040566;CA de l'Ouest Rhodanien;69;2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040566;CA de l'Ouest Rhodanien;69;2027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040566;CA de l'Ouest Rhodanien;69;2028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040566;CA de l'Ouest Rhodanien;69;2029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040566;CA de l'Ouest Rhodanien;69;2030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040574;CC Beaujolais Pierres Dorées;69;2015;0.019943787;0.257451857;0.05492626;0.02451056;0.181937667;0.427795308;0.107981108;0;0.0017405;0;0.091477093;0.015078789;0.038654698;0;0.001795156;;;0.125718955275482;;;;0;4.681523;0.390411;1.016082;9.8141;;;;;;
200040574;CC Beaujolais Pierres Dorées;69;2016;0.020285855;0.290116338;0.050348997;0.023447535;0.188005774;0.416069009;0.104976161;0;0.0017523;0;0.09670475;0.016640372;0.053640199;0;0.001922596;;;0.200215616818112;;;;0;3.970544;0.359717;0.474365;22.2747;;;;;;
200040574;CC Beaujolais Pierres Dorées;69;2017;0.019834574;0.273548125;0.050158459;0.022974641;0.188660467;0.414878328;0.104066076;0;0.0017884;0;0.095577898;0.018356692;0.061426194;0;0.001944637;;;0.289235033593444;;;;0;4.178239;0.379542;0.734584;12.6564;;;;;;
200040574;CC Beaujolais Pierres Dorées;69;2018;0.019124796;0.281279388;0.05155936;0.022439033;0.192769616;0.423723998;0.105849603;0;0.0019799;0;0.087108118;0.020713715;0.070357975;0;0.001925315;;;0.433170152796321;;;;0;4.051614;0.363756;0.732054;16.6052;;;;;;
200040574;CC Beaujolais Pierres Dorées;69;2019;0.019019613;0.273422151;0.050852675;0.021440119;0.196578363;0.420050049;0.105882542;0;0.0021681;0;0.0898324;0.023479032;0.046859972;0;0.001983406;;;0.583379517545139;2627.83;90.9913775695651;;0;4.252797;0.36519;0.729368;15.9325;;;;;;
200040574;CC Beaujolais Pierres Dorées;69;2020;0.018947012;0.261426132;0.050772648;0.020372811;0.163011314;0.428241323;0.104355218;0;0.0025607;0;0.08268232;0.026570233;0.039781536;0;0.001991705;;;1.07889028427903;2627.82;91.1680956801216;;0;4.705633;0.331957;1.107744;11.866;;;;;;
200040574;CC Beaujolais Pierres Dorées;69;2021;0.018579366;0.271519264;0.047518561;0.016979849;0.178282931;0.418714167;0.103000476;0;0.0032648;0;0.099797949;0.029997484;0.034796838;0;0.002033199;;;1.77286242254147;2831.51;90.7019619870364;;0;3.985524;0.304877;0.345315;17.3015;;;;;;
200040574;CC Beaujolais Pierres Dorées;69;2022;0.018287249;0.297275794;0.043167962;0.016305626;0.186256292;0.397299432;0.100593022;0;0.0044825;0;0.103135629;0.034189576;0.034496575;0;0.002008303;0.00024338;96.325;2.65753056563214;2598.68;91.2788589543696;;;;;;11.0079;;;;;;
200040574;CC Beaujolais Pierres Dorées;69;2023;0.018503833;0.233889637;0.040542438;0.015284013;0.184078273;0.376422333;0.092667005;0;0.0065252;0;0.102337333;0.038839462;0.028539394;0;0.002033199;0.00019534;102.215;3.78405385505417;7.05;58.3424296220475;;;;;;9.8452;;;;;;
200040574;CC Beaujolais Pierres Dorées;69;2024;0.018434858;0.233887311;0.040726628;0.014714536;0.185961957;0.373726352;0.091124906;0;0.0100084;0;0.125380672;0.042128965;0.032850021;0;0.002033199;0.000240542;107.893;4.78333682227339;;;;;;;;;;;;;;
200040574;CC Beaujolais Pierres Dorées;69;2025;;;;;;;;;;;;;;;;;106.927;;;;;;;;;;;;;;;
200040574;CC Beaujolais Pierres Dorées;69;2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040574;CC Beaujolais Pierres Dorées;69;2027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040574;CC Beaujolais Pierres Dorées;69;2028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040574;CC Beaujolais Pierres Dorées;69;2029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040574;CC Beaujolais Pierres Dorées;69;2030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040590;CA Villefranche Beaujolais Saône;69;2015;0.01427196;0.044524422;0.087987225;0.057807522;0.148530724;0.491019388;0.279756241;0;0.0023382;0;0.086775838;0.012623093;0.0156835;0;0.001704863;0.00568632;;0.0850148776035806;;;;0;4.354389;0.901054;0;17.4969;;;;;;
200040590;CA Villefranche Beaujolais Saône;69;2016;0.014545305;0.043260908;0.080344764;0.054991938;0.152435387;0.471307697;0.274035913;0;0.0023413;0;0.091856646;0.01393913;0.0129275;0;0.001865068;0.0055427;;0.122958882549675;;;;0;4.037753;0.681848;0;7.9531;;;;;;
200040590;CA Villefranche Beaujolais Saône;69;2017;0.014289862;0.044273064;0.082921049;0.053586006;0.154380408;0.471158705;0.27221194;0;0.0023518;0;0.092206876;0.015345584;0.011705;0;0.001863814;0.00649386;;0.175522962250541;;;;0;4.30071;0.662938;0;4.8911;;;;;;
200040590;CA Villefranche Beaujolais Saône;69;2018;0.013939023;0.041175808;0.090438556;0.049428623;0.150722509;0.486453198;0.263840959;0;0.0024434;0;0.079524391;0.016912542;0.012824;0;0.001816633;0.00454854;;0.232640949554896;;;;0;4.286299;0.65945;0;5.5325;;;;;;
200040590;CA Villefranche Beaujolais Saône;69;2019;0.013875223;0.044681116;0.081363773;0.053189465;0.156090297;0.479039511;0.268700112;0;0.0025643;0;0.092723285;0.019170396;0.016251;0;0.001871445;0.01527578;;0.339377033937703;167.75;99.0556475908878;;0;4.609726;0.619245;0;8.8211;;;;;;
200040590;CA Villefranche Beaujolais Saône;69;2020;0.013859869;0.045095695;0.085119455;0.051802148;0.124839719;0.495754164;0.288364269;0;0.0027418;0;0.090995051;0.021694331;0.012473;0;0.001879275;0.02055794;;0.7029053420806;205.32;98.9771656640928;;0;4.694125;0.50561;0;10.7107;;;;;;
200040590;CA Villefranche Beaujolais Saône;69;2021;0.013846871;0.050626329;0.074792393;0.045919711;0.13969959;0.458831406;0.300632589;0;0.0039104;0;0.105899103;0.024492648;0.0131595;0;0.001918427;0.0231762;;1.15968300448535;188.87;99.0533042391448;;0;4.313747;0.581176;0;7.841;;;;;;
200040590;CA Villefranche Beaujolais Saône;69;2022;0.013875966;0.047610308;0.054408895;0.036032096;0.147081986;0.443637247;0.288194283;0;0.0046445;0;0.091593745;0.027915449;0.0119915;0;0.001894936;0.02086908;51.199;1.64935575655231;209.76;99.0017171578841;;;;;;4.9544;;;;;;
200040590;CA Villefranche Beaujolais Saône;69;2023;0.014217312;0.044674524;0.053108795;0.036287144;0.144649947;0.428927805;0.282659695;0;0.0063602;0;0.089151486;0.031712034;0.0134985;0;0.001918427;0.01889434;51.409;2.21672641466624;66.72;47.2992381343831;;;;;;3.5232;;;;;;
200040590;CA Villefranche Beaujolais Saône;69;2024;0.014335932;0.029994447;0.05367835;0.03478631;0.145164292;0.42852364;0.278617551;0;0.008879;0;0.086871147;0.034397881;0.014815;0;0.001918427;0.014082;67.677;2.8623302102479;;;;;;;;;;;;;;
200040590;CA Villefranche Beaujolais Saône;69;2025;;;;;;;;;;;;;;;;;68.84;;;;;;;;;;;;;;;
200040590;CA Villefranche Beaujolais Saône;69;2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040590;CA Villefranche Beaujolais Saône;69;2027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040590;CA Villefranche Beaujolais Saône;69;2028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040590;CA Villefranche Beaujolais Saône;69;2029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040590;CA Villefranche Beaujolais Saône;69;2030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040657;CC de la Matheysine;38;2015;0.028525359;0.002339063;0.026149631;0.010735069;0.028219465;0.188468449;0.048935903;0.45647;0.0015823;0.0027;0.056290795;0.009199942;0;0;0.000700492;0.000950877;;0.041010498687664;;;;0;2.778607;0.281977;0.822051;2.7463;;;;;;
200040657;CC de la Matheysine;38;2016;0.028668961;0.00233919;0.022404664;0.00976325;0.028753466;0.175471705;0.046178803;0.45647;0.0016467;0.0027;0.058506068;0.010015683;0;0;0.000737838;0.001013999;;0.0809323405632891;;;;0;2.788007;0.059617;0.918666;7.7718;;;;;;
200040657;CC de la Matheysine;38;2017;0.028518241;0.002121507;0.022782108;0.009432753;0.029202373;0.176095919;0.045879198;0.45647;0.0017578;0.0027;0.058862618;0.010960393;0;0;0.000740006;0.001011438;;0.128648387874889;;;;0;2.663886;0.080337;0.946453;3.6467;;;;;;
200040657;CC de la Matheysine;38;2018;0.028028206;0.002625305;0.023041978;0.008859389;0.028463992;0.177996783;0.045358686;0.45647;0.0062411;0.0027;0.053750403;0.012115209;0;0;0.000727231;0.000899519;;0.151696606786427;;;;12.45356;2.710563;0.080616;1.30722;3.4346;;;;;;
200040657;CC de la Matheysine;38;2019;0.027784237;0.002882165;0.022051638;0.008018238;0.028722135;0.173046883;0.044477979;0.456542;0.0063722;0.0027;0.055515893;0.013732611;0;0;0.000749173;0.00095372;;0.225044205111718;4577;66.5941398317378;;11.643011;2.653147;0.069503;1.161178;13.2118;;;;;;
200040657;CC de la Matheysine;38;2020;0.027632927;0.002067177;0.02210126;0.007175795;0.023543863;0.17463715;0.042821458;0.459529;0.0064982;0.0027;0.05320793;0.015540618;0;0;0.000752308;0.000866894;;0.406018629090041;3914;69.6479469994608;;15.124984;2.381293;0.073933;1.048066;15.1523;;;;;;
200040657;CC de la Matheysine;38;2021;0.027663488;0.002175632;0.019887789;0.005151865;0.025544642;0.172548423;0.04196898;0.459943;0.0068179;0.0027;0.061394794;0.017545177;0;0;0.000767981;0.001048274;;0.652934317916829;4752;66.6764874092304;;3.06889;2.507122;0.06194;0.297055;5.4948;;;;;;
200040657;CC de la Matheysine;38;2022;0.027368554;0.002042245;0.018075379;0.00500637;0.025658163;0.161685076;0.045402587;0.460044;0.0070041;0.0027;0.05300396;0.019997083;0;0;0.000758577;0.000868153;5.513;1.03727967555764;3898.46;72.1977690041542;;;;;;5.9941;;;;;;
200040657;CC de la Matheysine;38;2023;0.027442498;0.002041107;0.016558421;0.004633913;0.025183044;0.152287261;0.041567539;0.460279;0.0191179;0.0027;0.052720331;0.022716746;0;0;0.000767981;0.000880721;6.385;1.66448331663713;3189;76.8816121341699;;;;;;5.0926;;;;;;
200040657;CC de la Matheysine;38;2024;0.027283769;0.002166067;0.016424054;0.004307559;0.025171235;0.151618931;0.0408718;0.462729;0.0204948;0.0027;0.053751332;0.024640738;0;0;0.000767981;0.000852915;14.529;2.22813688212928;;;;;;;;;;;;;;
200040657;CC de la Matheysine;38;2025;;;;;;;;;;;;;;;;;23.815;;;;;;;;;;;;;;;
200040657;CC de la Matheysine;38;2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040657;CC de la Matheysine;38;2027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040657;CC de la Matheysine;38;2028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040657;CC de la Matheysine;38;2029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200040657;CC de la Matheysine;38;2030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
